,County FIPS,County Name,State,Population,"Weekly New Cases as of January 10, 2022","Weekly New Deaths as of January 10, 2022","Cases Moving Avg. December 7, 2021","Deaths Moving Avg. December 7, 2021","Cases Moving Avg. December 14, 2021","Deaths Moving Avg. December 14, 2021","Cases Moving Avg. December 21, 2021","Deaths Moving Avg. December 21, 2021","Cases Moving Avg. December 28, 2021","Deaths Moving Avg. December 28, 2021","Cases Moving Avg. January 4, 2022","Deaths Moving Avg. January 4, 2022","7-Day Daily Cases per 100,000 as of January 10, 2022","7-Day Daily Deaths per 100,000 as of January 10, 2022",% Unemployed,Median Household Income,Approximate Population Density,% African American,% Hispanic,% Asian American,% White American,% Native American or Alaska Native,% Native Hawaiian or Pacific Islander,% Adults With Degree 2015-19,"Mask Mandate Details as of January 11, 2022",Learn More,"% Fully Vaccinated as of January 12, 2022","% ≥ 12 Fully Vaccinated as of January 12, 2022","% ≥ 18 Fully Vaccinated as of January 12, 2022","% ≥ 65 Fully Vaccinated as of January 12, 2022","% At Least Partially Vaccinated as of January 12, 2022","% with Vaxx. and Booster as of January 12, 2022","% ≥ 18 with Vaxx. and Booster as of January 12, 2022","% ≥ 50 with Vaxx. and Booster as of January 12, 2022","% ≥ 65 with Vaxx. and Booster as of January 12, 2022"
2077,39141,"Ross County, OH",OH,76666,878,6,69.5,0.75,66.52,0.37,55.53,0.75,114.04,0.75,163.6,1.12,163.6,1.12,4.2,54728.0,111.24,5.63,1.38,0.56,90.74,0.35,0.03,28.9,"The state's mask mandate expired June 2 as the Ohio Department of Health lifted most other pandemic health orders. COVID-19 safety precautions remain in place in nursing homes and other group residential settings where there is heightened risk of contracting the coronavirus. Masks are required in indoor public places in Columbus, the state's capital and largest city, with the exception of state, federal and religious buildings.",Statement On Ending Covid-19 Health Orders - https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-05-12-21,48.7,55.7,58.5,82.9,53.0,42.8,44.8,55.5,64.5
2078,39143,"Sandusky County, OH",OH,58518,708,2,76.41,2.44,55.9,0.24,54.44,1.46,162.59,2.2,172.84,0.49,172.84,0.49,4.3,58415.0,143.27,3.45,10.15,0.5,93.13,0.38,0.02,31.9,"The state's mask mandate expired June 2 as the Ohio Department of Health lifted most other pandemic health orders. COVID-19 safety precautions remain in place in nursing homes and other group residential settings where there is heightened risk of contracting the coronavirus. Masks are required in indoor public places in Columbus, the state's capital and largest city, with the exception of state, federal and religious buildings.",Statement On Ending Covid-19 Health Orders - https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-05-12-21,50.9,58.6,61.4,88.1,53.7,47.9,50.6,62.1,71.8
2079,39145,"Scioto County, OH",OH,75314,796,1,57.09,0.19,74.55,0.57,58.8,0.38,98.63,0.57,150.99,0.19,150.99,0.19,6.3,45410.0,123.42,2.72,1.39,0.39,94.4,0.54,0.02,28.0,"The state's mask mandate expired June 2 as the Ohio Department of Health lifted most other pandemic health orders. COVID-19 safety precautions remain in place in nursing homes and other group residential settings where there is heightened risk of contracting the coronavirus. Masks are required in indoor public places in Columbus, the state's capital and largest city, with the exception of state, federal and religious buildings.",Statement On Ending Covid-19 Health Orders - https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-05-12-21,47.5,54.8,57.4,73.7,53.4,34.9,36.6,47.3,55.6
2080,39147,"Seneca County, OH",OH,55178,507,6,69.13,1.29,60.84,1.04,47.12,1.29,99.16,3.37,131.26,1.55,131.26,1.55,4.1,55664.0,100.14,2.66,5.41,0.77,93.95,0.31,0.05,29.7,"The state's mask mandate expired June 2 as the Ohio Department of Health lifted most other pandemic health orders. COVID-19 safety precautions remain in place in nursing homes and other group residential settings where there is heightened risk of contracting the coronavirus. Masks are required in indoor public places in Columbus, the state's capital and largest city, with the exception of state, federal and religious buildings.",Statement On Ending Covid-19 Health Orders - https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-05-12-21,47.0,53.8,56.7,86.1,49.5,44.6,46.9,57.9,67.0
2081,39149,"Shelby County, OH",OH,48590,530,1,62.92,0.0,46.45,0.59,42.92,1.47,71.74,2.65,155.82,0.29,155.82,0.29,3.5,64304.0,119.19,2.33,1.6,1.22,93.95,0.23,0.13,30.2,"The state's mask mandate expired June 2 as the Ohio Department of Health lifted most other pandemic health orders. COVID-19 safety precautions remain in place in nursing homes and other group residential settings where there is heightened risk of contracting the coronavirus. Masks are required in indoor public places in Columbus, the state's capital and largest city, with the exception of state, federal and religious buildings.",Statement On Ending Covid-19 Health Orders - https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-05-12-21,34.7,40.9,44.1,71.0,36.9,43.8,45.4,55.4,65.1
2082,39151,"Stark County, OH",OH,370606,4166,22,70.27,0.81,66.57,1.19,96.79,1.39,180.55,1.89,160.59,0.85,160.59,0.85,4.5,55623.0,644.17,7.99,2.23,0.97,88.01,0.3,0.04,30.6,"The state's mask mandate expired June 2 as the Ohio Department of Health lifted most other pandemic health orders. COVID-19 safety precautions remain in place in nursing homes and other group residential settings where there is heightened risk of contracting the coronavirus. Masks are required in indoor public places in Columbus, the state's capital and largest city, with the exception of state, federal and religious buildings.",Statement On Ending Covid-19 Health Orders - https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-05-12-21,52.4,59.6,61.8,83.9,56.1,47.3,50.5,60.9,69.3
2083,39153,"Summit County, OH",OH,541013,6447,31,70.0,0.61,106.92,0.55,168.6,0.77,226.85,0.58,170.24,0.82,170.24,0.82,4.3,57753.0,1310.48,15.1,2.3,3.9,78.18,0.22,0.04,29.1,"The state's mask mandate expired June 2 as the Ohio Department of Health lifted most other pandemic health orders. COVID-19 safety precautions remain in place in nursing homes and other group residential settings where there is heightened risk of contracting the coronavirus. Masks are required in indoor public places in Columbus, the state's capital and largest city, with the exception of state, federal and religious buildings.",Statement On Ending Covid-19 Health Orders - https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-05-12-21,60.8,68.3,69.8,87.9,65.2,47.2,51.1,61.5,69.4
2084,39155,"Trumbull County, OH",OH,197974,2152,5,70.64,0.94,63.72,2.02,89.19,0.07,165.61,3.1,155.29,0.36,155.29,0.36,6.1,47966.0,320.19,8.61,1.94,0.56,88.41,0.24,0.03,26.1,"The state's mask mandate expired June 2 as the Ohio Department of Health lifted most other pandemic health orders. COVID-19 safety precautions remain in place in nursing homes and other group residential settings where there is heightened risk of contracting the coronavirus. Masks are required in indoor public places in Columbus, the state's capital and largest city, with the exception of state, federal and religious buildings.",Statement On Ending Covid-19 Health Orders - https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-05-12-21,53.0,60.1,62.6,82.9,57.9,46.0,48.4,58.7,66.9
2085,39157,"Tuscarawas County, OH",OH,91987,888,11,81.22,1.24,68.33,1.09,56.84,1.4,113.06,2.64,137.91,1.71,137.91,1.71,4.3,54150.0,162.11,1.03,3.19,0.44,96.3,0.48,0.24,23.9,"The state's mask mandate expired June 2 as the Ohio Department of Health lifted most other pandemic health orders. COVID-19 safety precautions remain in place in nursing homes and other group residential settings where there is heightened risk of contracting the coronavirus. Masks are required in indoor public places in Columbus, the state's capital and largest city, with the exception of state, federal and religious buildings.",Statement On Ending Covid-19 Health Orders - https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-05-12-21,42.6,49.6,52.3,76.9,45.5,45.5,47.7,57.8,67.0
2086,39159,"Union County, OH",OH,58988,836,0,55.94,0.24,57.88,0.24,74.11,0.48,151.85,0.48,202.46,0.0,202.46,0.0,3.2,91597.0,136.63,2.69,1.99,4.88,90.5,0.25,0.04,25.9,"The state's mask mandate expired June 2 as the Ohio Department of Health lifted most other pandemic health orders. COVID-19 safety precautions remain in place in nursing homes and other group residential settings where there is heightened risk of contracting the coronavirus. Masks are required in indoor public places in Columbus, the state's capital and largest city, with the exception of state, federal and religious buildings.",Statement On Ending Covid-19 Health Orders - https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-05-12-21,59.9,68.2,70.1,93.1,63.0,45.1,50.0,60.8,69.6
2087,39161,"Van Wert County, OH",OH,28275,204,3,57.6,1.52,61.13,3.54,46.48,2.02,46.48,1.52,103.07,1.52,103.07,1.52,3.3,55361.0,69.11,1.13,3.73,0.33,96.63,0.45,0.01,30.4,"The state's mask mandate expired June 2 as the Ohio Department of Health lifted most other pandemic health orders. COVID-19 safety precautions remain in place in nursing homes and other group residential settings where there is heightened risk of contracting the coronavirus. Masks are required in indoor public places in Columbus, the state's capital and largest city, with the exception of state, federal and religious buildings.",Statement On Ending Covid-19 Health Orders - https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-05-12-21,41.6,48.4,51.7,79.3,45.7,45.4,47.3,57.8,66.8
2088,39163,"Vinton County, OH",OH,13085,92,1,56.77,2.18,44.76,1.09,44.76,2.18,80.79,0.0,100.44,1.09,100.44,1.09,5.6,46301.0,31.73,0.63,0.89,0.24,97.03,0.47,0.0,24.2,"The state's mask mandate expired June 2 as the Ohio Department of Health lifted most other pandemic health orders. COVID-19 safety precautions remain in place in nursing homes and other group residential settings where there is heightened risk of contracting the coronavirus. Masks are required in indoor public places in Columbus, the state's capital and largest city, with the exception of state, federal and religious buildings.",Statement On Ending Covid-19 Health Orders - https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-05-12-21,38.2,43.7,45.9,69.1,40.5,41.4,43.7,53.5,59.4
2089,39165,"Warren County, OH",OH,234602,2889,9,58.03,0.37,75.57,0.61,59.74,0.49,130.43,0.49,175.92,0.55,175.92,0.55,3.5,91645.0,584.57,3.72,2.91,6.28,87.88,0.21,0.1,25.1,"The state's mask mandate expired June 2 as the Ohio Department of Health lifted most other pandemic health orders. COVID-19 safety precautions remain in place in nursing homes and other group residential settings where there is heightened risk of contracting the coronavirus. Masks are required in indoor public places in Columbus, the state's capital and largest city, with the exception of state, federal and religious buildings.",Statement On Ending Covid-19 Health Orders - https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-05-12-21,61.7,69.9,71.7,89.1,65.8,45.7,50.6,60.7,69.6
2090,39167,"Washington County, OH",OH,59911,459,2,25.75,0.0,26.47,0.72,36.48,0.24,71.06,0.48,109.45,0.48,109.45,0.48,5.4,52565.0,94.8,1.31,1.16,0.69,95.92,0.28,0.02,31.5,"The state's mask mandate expired June 2 as the Ohio Department of Health lifted most other pandemic health orders. COVID-19 safety precautions remain in place in nursing homes and other group residential settings where there is heightened risk of contracting the coronavirus. Masks are required in indoor public places in Columbus, the state's capital and largest city, with the exception of state, federal and religious buildings.",Statement On Ending Covid-19 Health Orders - https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-05-12-21,53.7,60.4,62.6,82.3,59.2,41.7,44.3,54.3,63.0
2091,39169,"Wayne County, OH",OH,115710,1279,12,62.22,0.49,56.67,0.86,74.2,0.86,127.29,0.74,157.91,1.48,157.91,1.48,3.2,58747.0,208.51,1.64,2.06,1.09,95.22,0.21,0.04,25.3,"The state's mask mandate expired June 2 as the Ohio Department of Health lifted most other pandemic health orders. COVID-19 safety precautions remain in place in nursing homes and other group residential settings where there is heightened risk of contracting the coronavirus. Masks are required in indoor public places in Columbus, the state's capital and largest city, with the exception of state, federal and religious buildings.",Statement On Ending Covid-19 Health Orders - https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-05-12-21,43.8,51.1,53.9,80.0,46.5,47.0,49.8,60.2,68.8
2092,39171,"Williams County, OH",OH,36692,273,1,68.52,1.95,61.13,0.78,46.72,3.11,57.23,5.06,106.29,0.39,106.29,0.39,3.3,54239.0,87.16,1.31,4.88,0.57,96.58,0.36,0.03,32.9,"The state's mask mandate expired June 2 as the Ohio Department of Health lifted most other pandemic health orders. COVID-19 safety precautions remain in place in nursing homes and other group residential settings where there is heightened risk of contracting the coronavirus. Masks are required in indoor public places in Columbus, the state's capital and largest city, with the exception of state, federal and religious buildings.",Statement On Ending Covid-19 Health Orders - https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-05-12-21,43.2,49.9,52.9,83.7,47.0,45.9,48.1,58.0,67.1
2093,39173,"Wood County, OH",OH,130817,1516,9,55.04,0.98,56.02,0.76,73.93,0.33,144.04,0.87,165.55,0.98,165.55,0.98,3.7,64723.0,211.96,2.83,5.71,1.85,93.07,0.33,0.04,30.1,"The state's mask mandate expired June 2 as the Ohio Department of Health lifted most other pandemic health orders. COVID-19 safety precautions remain in place in nursing homes and other group residential settings where there is heightened risk of contracting the coronavirus. Masks are required in indoor public places in Columbus, the state's capital and largest city, with the exception of state, federal and religious buildings.",Statement On Ending Covid-19 Health Orders - https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-05-12-21,59.8,66.8,68.0,94.4,63.3,48.1,52.2,65.4,74.1
2094,39175,"Wyandot County, OH",OH,21772,205,1,83.99,1.31,68.9,1.31,43.96,1.31,91.86,0.66,134.51,0.66,134.51,0.66,3.1,61733.0,53.51,0.4,3.36,0.7,97.44,0.3,0.04,29.0,"The state's mask mandate expired June 2 as the Ohio Department of Health lifted most other pandemic health orders. COVID-19 safety precautions remain in place in nursing homes and other group residential settings where there is heightened risk of contracting the coronavirus. Masks are required in indoor public places in Columbus, the state's capital and largest city, with the exception of state, federal and religious buildings.",Statement On Ending Covid-19 Health Orders - https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-05-12-21,45.8,52.8,56.1,81.9,47.9,48.5,50.7,61.8,70.7
2095,40001,"Adair County, OK",OK,22194,68,0,23.17,0.0,14.16,0.0,28.97,0.0,17.38,0.0,43.77,0.0,43.77,0.0,4.2,39589.0,38.7,0.59,7.09,0.85,42.07,46.12,0.08,22.6,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,33.7,40.5,42.7,62.4,49.9,26.7,28.6,36.9,44.2
2096,40003,"Alfalfa County, OK",OK,5702,27,0,55.12,0.0,30.06,0.0,20.04,0.0,12.53,0.0,67.65,0.0,67.65,0.0,2.1,57497.0,6.58,4.67,5.98,0.39,87.44,4.24,0.14,25.9,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,43.8,50.4,53.5,72.4,49.1,44.3,44.9,55.7,63.6
2097,40005,"Atoka County, OK",OK,13758,86,0,6.23,0.0,1.04,0.0,0.0,0.0,1.04,0.0,89.3,0.0,89.3,0.0,4.3,41872.0,14.1,3.88,3.63,0.78,72.48,14.8,0.04,28.0,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,34.2,40.1,42.9,60.5,39.1,33.8,34.7,43.5,50.1
2098,40007,"Beaver County, OK",OK,5311,43,0,67.25,0.0,37.66,0.0,29.59,0.0,29.59,0.0,115.66,0.0,115.66,0.0,2.0,55397.0,2.93,1.39,25.93,0.4,92.51,2.49,0.06,29.0,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,29.7,35.0,38.6,58.1,36.0,29.8,31.0,40.2,49.9
2099,40009,"Beckham County, OK",OK,21859,73,0,90.19,0.0,77.77,0.0,64.05,0.0,42.48,0.0,47.71,0.0,47.71,0.0,3.2,50512.0,24.24,4.31,14.71,1.05,87.86,3.74,0.02,32.5,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,39.6,47.5,50.2,77.9,45.6,32.8,34.3,46.5,57.7
2100,40011,"Blaine County, OK",OK,9429,20,0,43.94,0.0,34.85,0.0,36.36,0.0,15.15,0.0,30.3,0.0,30.3,0.0,2.0,50574.0,10.16,3.46,12.54,0.36,80.86,9.88,0.13,30.2,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,44.9,53.7,56.0,66.9,51.9,34.2,36.8,49.3,58.4
2101,40013,"Bryan County, OK",OK,47995,271,0,19.35,0.0,12.2,0.0,8.63,0.0,11.91,0.0,80.66,0.0,80.66,0.0,3.0,44074.0,53.07,1.96,6.29,0.61,74.74,14.81,0.07,31.8,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,40.3,47.5,50.0,72.8,48.8,29.1,30.5,40.5,48.9
2102,40015,"Caddo County, OK",OK,28762,52,0,46.19,0.0,42.22,0.0,34.27,0.0,25.33,0.0,25.83,0.0,25.83,0.0,3.6,45755.0,22.5,2.88,13.33,0.5,64.6,25.5,0.1,28.7,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,60.6,71.7,74.0,95.0,69.7,34.3,37.0,49.2,58.4
2103,40017,"Canadian County, OK",OK,148306,1132,0,34.29,0.0,28.32,0.0,30.15,0.0,32.37,0.0,109.04,0.0,109.04,0.0,2.9,75111.0,165.4,3.58,9.78,3.25,83.09,5.18,0.11,34.2,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,55.3,65.3,67.7,85.8,68.6,31.8,34.7,47.8,58.1
2104,40019,"Carter County, OK",OK,48111,185,0,25.24,0.0,23.16,0.0,18.41,0.0,20.49,0.0,54.93,0.0,54.93,0.0,3.4,51895.0,58.52,6.81,7.66,1.34,74.97,10.17,0.08,30.8,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,42.1,49.8,52.3,75.4,51.9,33.8,35.9,45.9,56.5
2105,40021,"Cherokee County, OK",OK,48657,193,0,24.37,0.0,16.44,0.0,14.09,0.0,17.62,0.0,56.66,0.0,56.66,0.0,4.0,45544.0,64.93,1.41,7.3,0.97,51.54,36.4,0.07,28.9,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,45.4,52.0,53.3,70.9,62.5,35.6,38.4,50.5,58.7
2106,40023,"Choctaw County, OK",OK,14672,14,0,15.58,0.0,19.47,0.0,17.53,0.0,17.53,0.0,13.63,0.0,13.63,0.0,4.8,37131.0,19.05,10.61,4.76,0.48,62.83,18.48,0.06,30.5,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,33.8,40.0,43.0,63.0,40.0,30.6,31.6,39.4,46.7
2107,40025,"Cimarron County, OK",OK,2137,12,0,153.75,0.0,133.7,0.0,120.33,0.0,40.11,0.0,80.22,0.0,80.22,0.0,1.7,47602.0,1.16,0.66,23.3,0.37,94.76,1.03,0.0,24.2,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,30.8,37.1,40.6,55.8,37.5,23.1,23.5,27.0,28.7
2108,40027,"Cleveland County, OK",OK,284014,4267,0,0.91,0.0,44.62,0.0,19.16,0.0,27.36,0.0,214.63,0.0,214.63,0.0,2.8,64706.0,527.11,5.46,9.24,4.75,78.34,5.29,0.12,33.7,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,51.8,58.2,59.0,77.1,65.6,36.5,40.1,54.4,64.6
2109,40029,"Coal County, OK",OK,5495,24,0,18.2,0.0,10.4,0.0,26.0,0.0,5.2,0.0,62.39,0.0,62.39,0.0,3.9,41273.0,10.64,0.93,4.37,0.29,69.99,19.89,0.0,23.7,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,38.5,45.4,48.9,66.2,44.2,35.0,36.1,45.7,55.0
2110,40031,"Comanche County, OK",OK,120749,586,0,15.38,0.0,12.78,0.0,15.14,0.0,27.33,0.0,69.33,0.0,69.33,0.0,3.7,51184.0,112.93,17.25,13.51,2.78,65.7,6.74,0.69,35.1,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,59.0,69.4,71.1,83.2,72.0,22.1,23.8,42.2,54.5
2111,40033,"Cotton County, OK",OK,5666,16,0,12.61,0.0,12.61,0.0,12.61,0.0,10.09,0.0,40.34,0.0,40.34,0.0,3.2,46450.0,8.96,2.36,8.37,0.34,80.76,10.02,0.3,28.9,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,47.9,55.4,57.5,79.1,56.8,32.8,34.9,42.7,52.4
2112,40035,"Craig County, OK",OK,14142,37,0,62.63,0.0,68.69,0.0,42.43,0.0,41.42,0.0,37.38,0.0,37.38,0.0,3.6,42978.0,18.57,3.21,3.95,0.69,65.1,21.52,0.12,32.6,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,51.1,59.0,62.2,90.6,64.3,35.2,36.7,45.1,52.0
2113,40037,"Creek County, OK",OK,71522,436,0,31.56,0.0,25.37,0.0,24.77,0.0,22.97,0.0,87.09,0.0,87.09,0.0,3.7,54737.0,75.27,2.27,4.6,0.72,78.91,10.82,0.1,30.4,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,41.8,48.6,51.3,70.3,49.1,34.6,36.6,47.3,57.9
2114,40039,"Custer County, OK",OK,29003,131,0,62.56,0.0,41.38,0.0,38.91,0.0,23.15,0.0,64.53,0.0,64.53,0.0,2.5,51803.0,29.33,3.26,18.86,1.29,83.16,8.0,0.07,31.7,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,46.6,55.1,57.1,84.9,54.7,33.4,35.9,50.7,62.7
2115,40041,"Delaware County, OK",OK,43009,77,0,24.91,0.0,23.25,0.0,13.95,0.0,25.58,0.0,25.58,0.0,25.58,0.0,3.8,44602.0,58.27,0.51,3.89,1.21,66.04,24.13,0.14,31.0,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,36.9,41.9,43.7,59.8,49.9,34.2,35.8,44.5,51.9
2116,40043,"Dewey County, OK",OK,4891,58,0,46.73,0.0,20.45,0.0,32.13,0.0,11.68,0.0,169.41,0.0,169.41,0.0,2.1,56316.0,4.89,0.82,7.59,1.17,87.02,6.54,0.0,28.3,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,24.7,30.0,32.8,60.2,27.6,39.7,41.0,47.2,57.0
2117,40045,"Ellis County, OK",OK,3859,17,0,59.23,0.0,18.51,0.0,22.21,0.0,18.51,0.0,62.93,0.0,62.93,0.0,2.5,54013.0,3.13,0.73,7.26,0.52,93.24,3.14,0.08,31.2,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,33.9,39.2,42.7,68.7,39.2,36.6,37.4,45.7,53.8
2118,40047,"Garfield County, OK",OK,61056,126,0,23.63,0.0,21.06,0.0,25.27,0.0,17.78,0.0,29.48,0.0,29.48,0.0,3.0,58381.0,57.68,3.2,13.21,1.29,84.28,3.27,3.84,28.8,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,48.0,57.6,60.7,82.3,56.9,29.7,31.4,46.2,57.4
2119,40049,"Garvin County, OK",OK,27711,109,0,25.78,0.0,20.62,0.0,25.26,0.0,41.76,0.0,56.19,0.0,56.19,0.0,3.2,46786.0,34.55,2.37,9.49,0.55,82.17,8.96,0.12,26.6,"Gov. Kevin Stitt has called on Oklahomans to wear masks in public but rejected calls for a state mandate. Local mask mandates in the state's largest cities, Oklahoma City and Tulsa, ended April 30 and May 1, respectively.",Covid-19 Guidance - https://coronavirus.health.ok.gov/what-you-should-know,44.7,53.0,56.4,85.0,52.5,34.7,36.3,46.2,55.3
